53034		100.5173	25.8486
53258		100.3541	25.7314
53260		100.546997	25.815443
53261		100.541832	25.858147
53262		100.492027	25.848541
53263		100.469025	25.896318
53264		100.4509	25.7642
53265		100.4955	25.773
53267		100.5243	25.7161
53268		100.5424	25.7677
53272		100.45607	25.833744
53273		100.465	25.7942
53274		100.4131	25.808
53275		100.616714	25.795048
53276		100.574	25.8893
53277		100.4986	25.8153
53278		100.523	25.8153
53286		100.502	25.8069
EY01		100.469	25.7992
EY02		100.4238	25.8035
EY03		100.3706	25.824
CKT0		100.5006	25.809
SKGL		100.515	25.8094
