53034		100.5173	25.8486
53036		99.83149	25.814604
53039		99.776993	25.341778
53041		100.216438	25.014845
53065		99.2375	25.4847
53251		100.9662	25.1429
53252		101.3656	24.6943
53253		101.0873	24.9053
53254		100.724258	25.658325
53255		99.89864	26.84057
53256		100.2199	26.1236
53257		100.5945	26.01
53257		100.5945	26.01
53258		100.3541	25.7314
53259		100.7828	25.4668
53260		100.546997	25.815443
53260		100.546997	25.815443
53261		100.541832	25.858147
53261		100.541832	25.858147
53262		100.492027	25.848541
53263		100.469025	25.896318
53263		100.469025	25.896318
53264		100.4509	25.7642
53265		100.4955	25.773
53266		100.440971	26.02265
53267		100.5243	25.7161
53268		100.5424	25.7677
53269		100.778	26.031
53269		100.778	26.031
53270		101.189	26.343
53271		100.213394	25.466429
53272		100.45607	25.833744
53273		100.465	25.7942
53274		100.4131	25.808
53275		100.616714	25.795048
53276		100.574	25.8893
53276		100.574	25.8893
53277		100.4986	25.8153
53278		100.523	25.8153
53279		100.2536	25.8386
53280	    	100.5351	25.6395
53281		100.6943	25.883
53282		100.3417	25.6023
53283		100.7757	26.1332
53284		100.997559	25.87895
53285		99.9258	25.7994
53286		100.502	25.8069
EY01		100.469	25.7992
EY02		100.4238	25.8035
EY03		100.3706	25.824
EY04		100.3391	25.8369
EY05		100.2724	25.8396
EY06		100.2184	25.8401
EY07		100.0954	25.9077
EY08		99.926	25.8806
EY09		99.8833	25.8611
EY10		99.8595	25.8792
EY11		99.7388	25.86
EY12		99.6471	25.9027
EY13		99.5219	25.8823
EY14		99.433	25.8966
EY15		99.3289	25.895
EY16		99.4624	26.1425
CKT0		100.5006	25.809
CKT1		100.5006	25.809
CKT2		100.5004	25.8084
CKT	    	100.5006	25.809
1		100.2322	26.8957
2		99.3718	25.8854
3		100.7684	26.6942
SKGL		100.515	25.8094
